Date	Hour	Stage	
1/1/55	0.0	-001.000	
1/1/55	0.5	-001.000	
1/1/55	1.0	-001.000	
1/1/55	1.5	-001.000	
1/1/55	2.0	-001.000	
1/1/55	2.5	-001.000	
1/1/55	3.0	-001.000	
1/1/55	3.5	-001.000	
1/1/55	4.0	-001.000	
1/1/55	4.5	-001.000	
1/1/55	5.0	-001.000	
1/1/55	5.5	-001.000	
1/1/55	6.0	-001.000	
1/1/55	6.5	-001.000	
1/1/55	7.0	-001.000	
1/1/55	7.5	-001.000	
1/1/55	8.0	-001.000	
1/1/55	8.5	-001.000	
1/1/55	9.0	-001.000	
1/1/55	9.5	-001.000	
1/1/55	10.0	-001.000	
1/1/55	10.5	-001.000	
1/1/55	11.0	-001.000	
1/1/55	11.5	-001.000	
1/1/55	12.0	-001.000	
1/1/55	12.5	-001.000	
1/1/55	13.0	-001.000	
1/1/55	13.5	-001.000	
1/1/55	14.0	-001.000	
1/1/55	14.5	-001.000	
1/1/55	15.0	-001.000	
1/1/55	15.5	-001.000	
1/1/55	16.0	-001.000	
1/1/55	16.5	-001.000	
1/1/55	17.0	-001.000	
1/1/55	17.5	-001.000	
1/1/55	18.0	-001.000	
1/1/55	18.5	-001.000	
1/1/55	19.0	-001.000	
1/1/55	19.5	-001.000	
1/1/55	20.0	-001.000	
1/1/55	20.5	-001.000	
1/1/55	21.0	-001.000	
1/1/55	21.5	-001.000	
1/1/55	22.0	-001.000	
1/1/55	22.5	-001.000	
1/1/55	23.0	-001.000	
1/1/55	23.5	-001.000	
1/2/55	0.0	-001.000	
1/2/55	0.5	-001.000	
1/2/55	1.0	-001.000	
1/2/55	1.5	-001.000	
1/2/55	2.0	-001.000	
1/2/55	2.5	-001.000	
1/2/55	3.0	-001.000	
1/2/55	3.5	-001.000	
1/2/55	4.0	-001.000	
1/2/55	4.5	-001.000	
1/2/55	5.0	-001.000	
1/2/55	5.5	-001.000	
1/2/55	6.0	-001.000	
1/2/55	6.5	-001.000	
1/2/55	7.0	-001.000	
1/2/55	7.5	-001.000	
1/2/55	8.0	-001.000	
1/2/55	8.5	-001.000	
1/2/55	9.0	-001.000	
1/2/55	9.5	-001.000	
1/2/55	10.0	-001.000	
1/2/55	10.5	-001.000	
1/2/55	11.0	-001.000	
1/2/55	11.5	-001.000	
1/2/55	12.0	-001.000	
1/2/55	12.5	-001.000	
1/2/55	13.0	-001.000	
1/2/55	13.5	-001.000	
1/2/55	14.0	-001.000	
1/2/55	14.5	-001.000	
1/2/55	15.0	-001.000	
1/2/55	15.5	-001.000	
1/2/55	16.0	-001.000	
1/2/55	16.5	-001.000	
1/2/55	17.0	-001.000	
1/2/55	17.5	-001.000	
1/2/55	18.0	-001.000	
1/2/55	18.5	-001.000	
1/2/55	19.0	-001.000	
1/2/55	19.5	-001.000	
1/2/55	20.0	-001.000	
1/2/55	20.5	-001.000	
1/2/55	21.0	-001.000	
1/2/55	21.5	-001.000	
1/2/55	22.0	-001.000	
1/2/55	22.5	-001.000	
1/2/55	23.0	-001.000	
1/2/55	23.5	-001.000	
1/3/55	0.0	-001.000	
1/3/55	0.5	-001.000	
1/3/55	1.0	-001.000	
1/3/55	1.5	-001.000	
1/3/55	2.0	-001.000	
1/3/55	2.5	-001.000	
1/3/55	3.0	-001.000	
1/3/55	3.5	-001.000	
1/3/55	4.0	-001.000	
1/3/55	4.5	-001.000	
1/3/55	5.0	-001.000	
1/3/55	5.5	-001.000	
1/3/55	6.0	-001.000	
1/3/55	6.5	-001.000	
1/3/55	7.0	-001.000	
1/3/55	7.5	-001.000	
1/3/55	8.0	-001.000	
1/3/55	8.5	000.238	
1/3/55	9.0	000.238	
1/3/55	9.5	000.238	
1/3/55	10.0	000.238	
1/3/55	10.5	000.238	
1/3/55	11.0	000.238	
1/3/55	11.5	000.238	
1/3/55	12.0	000.238	
1/3/55	12.5	000.238	
1/3/55	13.0	000.238	
1/3/55	13.5	000.237	
1/3/55	14.0	000.237	
1/3/55	14.5	000.237	
1/3/55	15.0	000.237	
1/3/55	15.5	000.237	
1/3/55	16.0	000.237	
1/3/55	16.5	000.237	
1/3/55	17.0	000.237	
1/3/55	17.5	000.237	
1/3/55	18.0	000.237	
1/3/55	18.5	000.237	
1/3/55	19.0	000.236	
1/3/55	19.5	000.236	
1/3/55	20.0	000.236	
1/3/55	20.5	000.236	
1/3/55	21.0	000.236	
1/3/55	21.5	000.236	
1/3/55	22.0	000.236	
1/3/55	22.5	000.236	
1/3/55	23.0	000.235	
1/3/55	23.5	000.235	
1/4/55	0.0	000.235	
1/4/55	0.5	000.235	
1/4/55	1.0	000.235	
1/4/55	1.5	000.235	
1/4/55	2.0	000.235	
1/4/55	2.5	000.235	
1/4/55	3.0	000.235	
1/4/55	3.5	000.234	
1/4/55	4.0	000.234	
1/4/55	4.5	000.234	
1/4/55	5.0	000.234	
1/4/55	5.5	000.234	
1/4/55	6.0	000.234	
1/4/55	6.5	000.234	
1/4/55	7.0	000.234	
1/4/55	7.5	000.234	
1/4/55	8.0	000.233	
1/4/55	8.5	000.233	
1/4/55	9.0	000.233	
1/4/55	9.5	000.233	
1/4/55	10.0	000.233	
1/4/55	10.5	000.233	
1/4/55	11.0	000.233	
1/4/55	11.5	000.233	
1/4/55	12.0	000.233	
1/4/55	12.5	000.233	
1/4/55	13.0	000.233	
1/4/55	13.5	000.233	
1/4/55	14.0	000.233	
1/4/55	14.5	000.233	
1/4/55	15.0	000.232	
1/4/55	15.5	000.232	
1/4/55	16.0	000.232	
1/4/55	16.5	000.232	
1/4/55	17.0	000.232	
1/4/55	17.5	000.232	
1/4/55	18.0	000.232	
1/4/55	18.5	000.232	
1/4/55	19.0	000.232	
1/4/55	19.5	000.232	
1/4/55	20.0	000.232	
1/4/55	20.5	000.231	
1/4/55	21.0	000.231	
1/4/55	21.5	000.231	
1/4/55	22.0	000.231	
1/4/55	22.5	000.231	
1/4/55	23.0	000.231	
1/4/55	23.5	000.231	
1/5/55	0.0	000.230	
1/5/55	0.5	000.230	
1/5/55	1.0	000.230	
1/5/55	1.5	000.230	
1/5/55	2.0	000.230	
1/5/55	2.5	000.230	
1/5/55	3.0	000.230	
1/5/55	3.5	000.230	
1/5/55	4.0	000.229	
1/5/55	4.5	000.229	
1/5/55	5.0	000.229	
1/5/55	5.5	000.229	
1/5/55	6.0	000.229	
1/5/55	6.5	000.229	
