Date	Hour	Stage	
1/1/56	0.0	000.555	
1/1/56	0.5	000.555	
1/1/56	1.0	000.554	
1/1/56	1.5	000.554	
1/1/56	2.0	000.553	
1/1/56	2.5	000.553	
1/1/56	3.0	000.552	
1/1/56	3.5	000.552	
1/1/56	4.0	000.550	
1/1/56	4.5	000.549	
1/1/56	5.0	000.548	
1/1/56	5.5	000.547	
1/1/56	6.0	000.545	
1/1/56	6.5	000.544	
1/1/56	7.0	000.543	
1/1/56	7.5	000.542	
1/1/56	8.0	000.541	
1/1/56	8.5	000.539	
1/1/56	9.0	000.538	
1/1/56	9.5	-001.000	
1/1/56	10.0	-001.000	
1/1/56	10.5	-001.000	
1/1/56	11.0	-001.000	
1/1/56	11.5	-001.000	
1/1/56	12.0	-001.000	
1/1/56	12.5	-001.000	
1/1/56	13.0	-001.000	
1/1/56	13.5	-001.000	
1/1/56	14.0	-001.000	
1/1/56	14.5	-001.000	
1/1/56	15.0	-001.000	
1/1/56	15.5	-001.000	
1/1/56	16.0	-001.000	
1/1/56	16.5	-001.000	
1/1/56	17.0	-001.000	
1/1/56	17.5	-001.000	
1/1/56	18.0	-001.000	
1/1/56	18.5	-001.000	
1/1/56	19.0	-001.000	
1/1/56	19.5	-001.000	
1/1/56	20.0	-001.000	
1/1/56	20.5	-001.000	
1/1/56	21.0	-001.000	
1/1/56	21.5	-001.000	
1/1/56	22.0	-001.000	
1/1/56	22.5	-001.000	
1/1/56	23.0	-001.000	
1/1/56	23.5	-001.000	
1/2/56	0.0	-001.000	
1/2/56	0.5	-001.000	
1/2/56	1.0	-001.000	
1/2/56	1.5	-001.000	
1/2/56	2.0	-001.000	
1/2/56	2.5	-001.000	
1/2/56	3.0	-001.000	
1/2/56	3.5	-001.000	
1/2/56	4.0	-001.000	
1/2/56	4.5	-001.000	
1/2/56	5.0	-001.000	
1/2/56	5.5	-001.000	
1/2/56	6.0	-001.000	
1/2/56	6.5	-001.000	
1/2/56	7.0	-001.000	
1/2/56	7.5	-001.000	
1/2/56	8.0	-001.000	
1/2/56	8.5	-001.000	
1/2/56	9.0	-001.000	
1/2/56	9.5	-001.000	
1/2/56	10.0	-001.000	
1/2/56	10.5	-001.000	
1/2/56	11.0	-001.000	
1/2/56	11.5	-001.000	
1/2/56	12.0	-001.000	
1/2/56	12.5	-001.000	
1/2/56	13.0	-001.000	
1/2/56	13.5	-001.000	
1/2/56	14.0	-001.000	
1/2/56	14.5	-001.000	
1/2/56	15.0	000.796	
1/2/56	15.5	000.796	
1/2/56	16.0	000.795	
1/2/56	16.5	000.795	
