Date	Hour	Stage	
1/1/89	0.0	-001.000	
1/1/89	0.5	-001.000	
1/1/89	1.0	-001.000	
1/1/89	1.5	-001.000	
1/1/89	2.0	-001.000	
1/1/89	2.5	-001.000	
1/1/89	3.0	-001.000	
1/1/89	3.5	-001.000	
1/1/89	4.0	-001.000	
1/1/89	4.5	-001.000	
1/1/89	5.0	-001.000	
1/1/89	5.5	-001.000	
1/1/89	6.0	-001.000	
1/1/89	6.5	-001.000	
1/1/89	7.0	-001.000	
1/1/89	7.5	-001.000	
1/1/89	8.0	-001.000	
1/1/89	8.5	-001.000	
1/1/89	9.0	-001.000	
1/1/89	9.5	-001.000	
1/1/89	10.0	-001.000	
1/1/89	10.5	-001.000	
1/1/89	11.0	-001.000	
1/1/89	11.5	-001.000	
1/1/89	12.0	-001.000	
1/1/89	12.5	-001.000	
1/1/89	13.0	-001.000	
1/1/89	13.5	-001.000	
1/1/89	14.0	-001.000	
1/1/89	14.5	-001.000	
1/1/89	15.0	-001.000	
1/1/89	15.5	-001.000	
1/1/89	16.0	-001.000	
1/1/89	16.5	-001.000	
1/1/89	17.0	-001.000	
1/1/89	17.5	-001.000	
1/1/89	18.0	-001.000	
1/1/89	18.5	-001.000	
1/1/89	19.0	-001.000	
1/1/89	19.5	-001.000	
1/1/89	20.0	-001.000	
1/1/89	20.5	-001.000	
1/1/89	21.0	-001.000	
1/1/89	21.5	-001.000	
1/1/89	22.0	-001.000	
1/1/89	22.5	-001.000	
1/1/89	23.0	-001.000	
1/1/89	23.5	-001.000	
1/2/89	0.0	-001.000	
1/2/89	0.5	-001.000	
1/2/89	1.0	-001.000	
1/2/89	1.5	-001.000	
1/2/89	2.0	-001.000	
1/2/89	2.5	-001.000	
1/2/89	3.0	-001.000	
1/2/89	3.5	-001.000	
1/2/89	4.0	-001.000	
1/2/89	4.5	-001.000	
1/2/89	5.0	-001.000	
1/2/89	5.5	-001.000	
1/2/89	6.0	-001.000	
1/2/89	6.5	-001.000	
1/2/89	7.0	-001.000	
1/2/89	7.5	-001.000	
1/2/89	8.0	-001.000	
1/2/89	8.5	-001.000	
1/2/89	9.0	-001.000	
1/2/89	9.5	-001.000	
1/2/89	10.0	-001.000	
1/2/89	10.5	-001.000	
1/2/89	11.0	-001.000	
1/2/89	11.5	-001.000	
1/2/89	12.0	-001.000	
1/2/89	12.5	-001.000	
