Date	Hour	Stage
1/1/88	0.0	000.299
1/1/88	0.5	000.299
1/1/88	1.0	000.299
1/1/88	1.5	000.299
1/1/88	2.0	000.299
1/1/88	2.5	000.299
1/1/88	3.0	000.298
1/1/88	3.5	000.298
1/1/88	4.0	000.298
1/1/88	4.5	000.298
1/1/88	5.0	000.298
1/1/88	5.5	000.298
1/1/88	6.0	000.298
1/1/88	6.5	000.298
1/1/88	7.0	000.298
1/1/88	7.5	000.298
1/1/88	8.0	000.297
1/1/88	8.5	000.297
1/1/88	9.0	000.297
1/1/88	9.5	000.297
1/1/88	10.0	000.297
1/1/88	10.5	000.297
1/1/88	11.0	000.297
1/1/88	11.5	000.298
1/1/88	12.0	000.298
1/1/88	12.5	000.298
1/1/88	13.0	-001.000
1/1/88	13.5	-001.000
1/1/88	14.0	-001.000
1/1/88	14.5	-001.000
1/1/88	15.0	-001.000
1/1/88	15.5	-001.000
1/1/88	16.0	-001.000
1/1/88	16.5	-001.000
1/1/88	17.0	-001.000
1/1/88	17.5	-001.000
1/1/88	18.0	-001.000
1/1/88	18.5	-001.000
1/1/88	19.0	-001.000
1/1/88	19.5	-001.000
1/1/88	20.0	-001.000
1/1/88	20.5	-001.000
1/1/88	21.0	-001.000
1/1/88	21.5	-001.000
1/1/88	22.0	-001.000
1/1/88	22.5	-001.000
1/1/88	23.0	-001.000
1/1/88	23.5	-001.000
1/2/88	0.0	-001.000
1/2/88	0.5	-001.000
1/2/88	1.0	-001.000
1/2/88	1.5	-001.000
1/2/88	2.0	-001.000
1/2/88	2.5	-001.000
1/2/88	3.0	-001.000
1/2/88	3.5	-001.000
1/2/88	4.0	-001.000
1/2/88	4.5	-001.000
1/2/88	5.0	-001.000
1/2/88	5.5	-001.000
1/2/88	6.0	-001.000
1/2/88	6.5	-001.000
1/2/88	7.0	-001.000
1/2/88	7.5	-001.000
1/2/88	8.0	-001.000
1/2/88	8.5	-001.000
1/2/88	9.0	-001.000
1/2/88	9.5	-001.000
1/2/88	10.0	-001.000
1/2/88	10.5	-001.000
1/2/88	11.0	-001.000
1/2/88	11.5	-001.000
1/2/88	12.0	-001.000
1/2/88	12.5	-001.000
1/2/88	13.0	-001.000
1/2/88	13.5	-001.000
1/2/88	14.0	-001.000
1/2/88	14.5	-001.000
1/2/88	15.0	-001.000
1/2/88	15.5	-001.000
1/2/88	16.0	-001.000
1/2/88	16.5	-001.000
1/2/88	17.0	-001.000
1/2/88	17.5	-001.000
1/2/88	18.0	-001.000
1/2/88	18.5	-001.000
1/2/88	19.0	-001.000
1/2/88	19.5	-001.000
1/2/88	20.0	-001.000
1/2/88	20.5	-001.000
1/2/88	21.0	-001.000
1/2/88	21.5	-001.000
1/2/88	22.0	-001.000
1/2/88	22.5	-001.000
1/2/88	23.0	-001.000
1/2/88	23.5	-001.000
1/3/88	0.0	-001.000
1/3/88	0.5	-001.000
1/3/88	1.0	-001.000
1/3/88	1.5	-001.000
1/3/88	2.0	-001.000
1/3/88	2.5	-001.000
1/3/88	3.0	-001.000
1/3/88	3.5	-001.000
1/3/88	4.0	-001.000
1/3/88	4.5	-001.000
1/3/88	5.0	-001.000
1/3/88	5.5	-001.000
1/3/88	6.0	-001.000
1/3/88	6.5	-001.000
1/3/88	7.0	-001.000
1/3/88	7.5	-001.000
1/3/88	8.0	-001.000
1/3/88	8.5	-001.000
1/3/88	9.0	-001.000
1/3/88	9.5	-001.000
1/3/88	10.0	-001.000
1/3/88	10.5	-001.000
1/3/88	11.0	-001.000
1/3/88	11.5	-001.000
1/3/88	12.0	-001.000
1/3/88	12.5	-001.000
1/3/88	13.0	-001.000
1/3/88	13.5	-001.000
1/3/88	14.0	-001.000
1/3/88	14.5	-001.000
1/3/88	15.0	-001.000
1/3/88	15.5	-001.000
1/3/88	16.0	-001.000
1/3/88	16.5	-001.000
1/3/88	17.0	-001.000
1/3/88	17.5	-001.000
1/3/88	18.0	-001.000
1/3/88	18.5	-001.000
1/3/88	19.0	-001.000
