Date	Hour	Stage	
1/1/64	0.5	000.221	
1/1/64	1.0	000.221	
1/1/64	1.5	000.221	
1/1/64	2.0	000.221	
1/1/64	2.5	000.221	
1/1/64	3.0	000.222	
1/1/64	3.5	000.222	
1/1/64	4.0	000.222	
1/1/64	4.5	000.222	
1/1/64	5.0	000.222	
1/1/64	5.5	000.224	
1/1/64	6.0	000.226	
1/1/64	6.5	000.232	
1/1/64	7.0	000.238	
1/1/64	7.5	000.245	
1/1/64	8.0	000.252	
1/1/64	8.5	000.258	
1/1/64	9.0	000.261	
1/1/64	9.5	000.265	
1/1/64	10.0	000.266	
1/1/64	10.5	000.267	
1/1/64	11.0	000.267	
1/1/64	11.5	000.266	
1/1/64	12.0	000.265	
1/1/64	12.5	000.263	
1/1/64	13.0	000.262	
1/1/64	13.5	000.260	
1/1/64	14.0	000.259	
1/1/64	14.5	000.258	
1/1/64	15.0	000.258	
1/1/64	15.5	000.257	
1/1/64	16.0	000.256	
1/1/64	16.5	000.256	
1/1/64	17.0	000.256	
1/1/64	17.5	000.256	
1/1/64	18.0	000.256	
1/1/64	18.5	000.255	
1/1/64	19.0	000.255	
1/1/64	19.5	000.255	
1/1/64	20.0	000.255	
1/1/64	20.5	000.256	
1/1/64	21.0	000.256	
1/1/64	21.5	000.257	
1/1/64	22.0	000.258	
1/1/64	22.5	000.260	
1/1/64	23.0	000.261	
1/1/64	23.5	000.263	
1/2/64	0.0	000.265	
1/2/64	0.5	000.266	
1/2/64	1.0	000.268	
1/2/64	1.5	000.269	
1/2/64	2.0	000.269	
1/2/64	2.5	000.269	
1/2/64	3.0	000.270	
1/2/64	3.5	000.270	
1/2/64	4.0	000.270	
1/2/64	4.5	000.270	
1/2/64	5.0	000.270	
1/2/64	5.5	000.270	
1/2/64	6.0	000.270	
1/2/64	6.5	000.270	
1/2/64	7.0	000.269	
1/2/64	7.5	000.269	
1/2/64	8.0	000.269	
1/2/64	8.5	000.268	
1/2/64	9.0	000.268	
1/2/64	9.5	000.268	
1/2/64	10.0	000.268	
1/2/64	10.5	000.268	
1/2/64	11.0	000.268	
1/2/64	11.5	000.268	
1/2/64	12.0	000.268	
1/2/64	12.5	000.268	
1/2/64	13.0	000.268	
1/2/64	13.5	000.268	
1/2/64	14.0	000.268	
1/2/64	14.5	000.268	
1/2/64	15.0	000.268	
1/2/64	15.5	000.268	
1/2/64	16.0	000.268	
1/2/64	16.5	000.268	
1/2/64	17.0	000.268	
1/2/64	17.5	000.268	
1/2/64	18.0	000.268	
1/2/64	18.5	000.268	
1/2/64	19.0	000.268	
1/2/64	19.5	000.268	
1/2/64	20.0	000.268	
1/2/64	20.5	000.267	
1/2/64	21.0	000.267	
1/2/64	21.5	000.267	
1/2/64	22.0	000.267	
1/2/64	22.5	000.266	
1/2/64	23.0	000.266	
1/2/64	23.5	000.265	
1/3/64	0.0	000.265	
1/3/64	0.5	000.264	
1/3/64	1.0	000.264	
1/3/64	1.5	000.264	
1/3/64	2.0	000.264	
1/3/64	2.5	000.264	
1/3/64	3.0	000.264	
1/3/64	3.5	000.263	
1/3/64	4.0	000.262	
1/3/64	4.5	000.262	
1/3/64	5.0	000.262	
1/3/64	5.5	000.261	
1/3/64	6.0	000.261	
1/3/64	6.5	000.261	
1/3/64	7.0	000.261	
1/3/64	7.5	000.261	
1/3/64	8.0	000.261	
1/3/64	8.5	000.261	
1/3/64	9.0	000.261	
1/3/64	9.5	000.261	
1/3/64	10.0	000.261	
1/3/64	10.5	000.260	
1/3/64	11.0	000.260	
1/3/64	11.5	000.259	
1/3/64	12.0	000.259	
