Date	Hour	Stage	
1/1/57	0.0	000.217	
1/1/57	0.5	000.217	
1/1/57	1.0	000.217	
1/1/57	1.5	000.216	
1/1/57	2.0	000.216	
1/1/57	2.5	000.216	
1/1/57	3.0	000.216	
1/1/57	3.5	000.216	
1/1/57	4.0	000.216	
1/1/57	4.5	000.216	
1/1/57	5.0	000.216	
1/1/57	5.5	000.216	
1/1/57	6.0	000.216	
1/1/57	6.5	000.216	
1/1/57	7.0	000.216	
1/1/57	7.5	000.216	
1/1/57	8.0	000.216	
1/1/57	8.5	000.216	
1/1/57	9.0	000.216	
1/1/57	9.5	000.216	
1/1/57	10.0	000.216	
1/1/57	10.5	000.216	
1/1/57	11.0	000.216	
1/1/57	11.5	000.216	
1/1/57	12.0	000.216	
1/1/57	12.5	000.216	
1/1/57	13.0	000.216	
1/1/57	13.5	000.216	
1/1/57	14.0	000.216	
1/1/57	14.5	000.216	
1/1/57	15.0	000.216	
1/1/57	15.5	000.216	
1/1/57	16.0	000.216	
1/1/57	16.5	000.216	
1/1/57	17.0	000.216	
1/1/57	17.5	000.216	
1/1/57	18.0	000.216	
1/1/57	18.5	000.216	
1/1/57	19.0	000.216	
1/1/57	19.5	000.216	
1/1/57	20.0	000.216	
1/1/57	20.5	000.216	
1/1/57	21.0	000.216	
1/1/57	21.5	000.216	
1/1/57	22.0	000.217	
1/1/57	22.5	000.217	
1/1/57	23.0	000.217	
1/1/57	23.5	000.217	
1/2/57	0.0	000.217	
1/2/57	0.5	000.217	
1/2/57	1.0	000.217	
1/2/57	1.5	000.217	
1/2/57	2.0	000.217	
1/2/57	2.5	000.217	
1/2/57	3.0	000.217	
1/2/57	3.5	000.217	
1/2/57	4.0	000.217	
1/2/57	4.5	000.217	
1/2/57	5.0	000.217	
1/2/57	5.5	000.217	
1/2/57	6.0	000.217	
1/2/57	6.5	000.216	
1/2/57	7.0	000.216	
1/2/57	7.5	000.216	
1/2/57	8.0	000.216	
1/2/57	8.5	000.216	
1/2/57	9.0	000.216	
1/2/57	9.5	000.215	
1/2/57	10.0	000.215	
1/2/57	10.5	000.215	
1/2/57	11.0	000.215	
1/2/57	11.5	000.215	
1/2/57	12.0	000.215	
1/2/57	12.5	000.214	
1/2/57	13.0	000.214	
1/2/57	13.5	000.214	
1/2/57	14.0	000.214	
1/2/57	14.5	000.214	
1/2/57	15.0	000.214	
1/2/57	15.5	000.214	
1/2/57	16.0	000.214	
1/2/57	16.5	000.214	
1/2/57	17.0	000.214	
1/2/57	17.5	000.214	
1/2/57	18.0	000.214	
1/2/57	18.5	000.214	
1/2/57	19.0	000.214	
1/2/57	19.5	000.214	
1/2/57	20.0	000.214	
1/2/57	20.5	000.213	
1/2/57	21.0	000.213	
1/2/57	21.5	000.213	
1/2/57	22.0	000.213	
1/2/57	22.5	000.213	
1/2/57	23.0	000.213	
1/2/57	23.5	000.213	
1/3/57	0.0	000.213	
1/3/57	0.5	000.213	
1/3/57	1.0	000.213	
1/3/57	1.5	000.213	
1/3/57	2.0	000.213	
1/3/57	2.5	000.213	
1/3/57	3.0	000.213	
1/3/57	3.5	000.213	
1/3/57	4.0	000.213	
1/3/57	4.5	000.213	
1/3/57	5.0	000.213	
1/3/57	5.5	000.213	
1/3/57	6.0	000.213	
1/3/57	6.5	000.213	
1/3/57	7.0	000.213	
1/3/57	7.5	000.213	
1/3/57	8.0	000.213	
1/3/57	8.5	000.212	
1/3/57	9.0	000.212	
1/3/57	9.5	000.212	
1/3/57	10.0	000.212	
1/3/57	10.5	000.212	
1/3/57	11.0	000.212	
1/3/57	11.5	000.212	
1/3/57	12.0	000.212	
1/3/57	12.5	000.212	
1/3/57	13.0	000.212	
1/3/57	13.5	000.212	
1/3/57	14.0	000.212	
1/3/57	14.5	000.212	
1/3/57	15.0	000.212	
1/3/57	15.5	000.212	
1/3/57	16.0	000.212	
1/3/57	16.5	000.212	
1/3/57	17.0	000.211	
1/3/57	17.5	000.211	
1/3/57	18.0	000.211	
1/3/57	18.5	000.211	
1/3/57	19.0	000.211	
1/3/57	19.5	000.211	
1/3/57	20.0	000.211	
1/3/57	20.5	000.211	
1/3/57	21.0	000.211	
1/3/57	21.5	000.211	
1/3/57	22.0	000.210	
1/3/57	22.5	000.210	
1/3/57	23.0	000.210	
1/3/57	23.5	000.210	
1/4/57	0.0	000.210	
1/4/57	0.5	000.210	
1/4/57	1.0	000.210	
1/4/57	1.5	000.210	
1/4/57	2.0	000.210	
1/4/57	2.5	000.210	
1/4/57	3.0	000.210	
1/4/57	3.5	000.210	
1/4/57	4.0	000.210	
1/4/57	4.5	000.209	
1/4/57	5.0	000.209	
1/4/57	5.5	000.209	
1/4/57	6.0	000.209	
1/4/57	6.5	000.209	
1/4/57	7.0	000.209	
1/4/57	7.5	000.209	
1/4/57	8.0	000.209	
1/4/57	8.5	000.209	
1/4/57	9.0	000.209	
1/4/57	9.5	000.209	
1/4/57	10.0	000.209	
1/4/57	10.5	000.209	
1/4/57	11.0	000.209	
1/4/57	11.5	000.208	
1/4/57	12.0	000.208	
1/4/57	12.5	000.208	
1/4/57	13.0	000.208	
1/4/57	13.5	000.208	
1/4/57	14.0	000.208	
1/4/57	14.5	000.208	
1/4/57	15.0	000.208	
1/4/57	15.5	000.208	
1/4/57	16.0	000.208	
1/4/57	16.5	000.208	
1/4/57	17.0	000.207	
1/4/57	17.5	000.207	
1/4/57	18.0	000.207	
1/4/57	18.5	000.207	
1/4/57	19.0	000.207	
1/4/57	19.5	000.207	
1/4/57	20.0	000.207	
1/4/57	20.5	000.207	
1/4/57	21.0	000.207	
1/4/57	21.5	000.207	
1/4/57	22.0	000.207	
1/4/57	22.5	000.206	
1/4/57	23.0	000.206	
1/4/57	23.5	000.206	
1/5/57	0.0	000.206	
1/5/57	0.5	000.206	
1/5/57	1.0	000.206	
1/5/57	1.5	000.206	
1/5/57	2.0	000.206	
