Date	Hour	Stage	
1/1/58	0.0	000.300	
1/1/58	0.5	000.299	
1/1/58	1.0	000.297	
1/1/58	1.5	000.296	
1/1/58	2.0	000.295	
1/1/58	2.5	000.294	
1/1/58	3.0	000.292	
1/1/58	3.5	000.292	
1/1/58	4.0	000.292	
1/1/58	4.5	000.292	
1/1/58	5.0	000.292	
1/1/58	5.5	000.292	
1/1/58	6.0	000.292	
1/1/58	6.5	000.292	
1/1/58	7.0	000.292	
1/1/58	7.5	000.292	
1/1/58	8.0	000.292	
1/1/58	8.5	000.293	
1/1/58	9.0	000.295	
1/1/58	9.5	000.296	
1/1/58	10.0	000.298	
1/1/58	10.5	000.299	
1/1/58	11.0	000.301	
1/1/58	11.5	000.302	
1/1/58	12.0	000.304	
1/1/58	12.5	000.305	
1/1/58	13.0	000.307	
1/1/58	13.5	000.308	
1/1/58	14.0	000.309	
1/1/58	14.5	000.309	
1/1/58	15.0	000.309	
1/1/58	15.5	000.310	
1/1/58	16.0	000.310	
1/1/58	16.5	000.310	
1/1/58	17.0	000.308	
1/1/58	17.5	000.307	
1/1/58	18.0	000.305	
1/1/58	18.5	000.304	
1/1/58	19.0	000.302	
1/1/58	19.5	000.300	
1/1/58	20.0	000.299	
1/1/58	20.5	000.298	
1/1/58	21.0	000.297	
1/1/58	21.5	000.296	
1/1/58	22.0	000.295	
1/1/58	22.5	000.295	
1/1/58	23.0	000.294	
1/1/58	23.5	000.293	
1/2/58	0.0	000.292	
1/2/58	0.5	000.291	
1/2/58	1.0	000.291	
1/2/58	1.5	000.290	
1/2/58	2.0	000.290	
1/2/58	2.5	000.289	
1/2/58	3.0	000.289	
1/2/58	3.5	000.289	
1/2/58	4.0	000.288	
1/2/58	4.5	000.288	
1/2/58	5.0	000.287	
1/2/58	5.5	000.287	
1/2/58	6.0	000.287	
1/2/58	6.5	000.286	
1/2/58	7.0	000.286	
1/2/58	7.5	000.286	
1/2/58	8.0	000.287	
1/2/58	8.5	000.287	
1/2/58	9.0	000.287	
1/2/58	9.5	000.288	
1/2/58	10.0	000.288	
1/2/58	10.5	000.288	
1/2/58	11.0	000.289	
1/2/58	11.5	000.289	
1/2/58	12.0	000.289	
1/2/58	12.5	000.289	
1/2/58	13.0	000.288	
1/2/58	13.5	000.288	
1/2/58	14.0	000.287	
1/2/58	14.5	000.287	
1/2/58	15.0	000.286	
1/2/58	15.5	000.285	
1/2/58	16.0	000.284	
1/2/58	16.5	000.284	
1/2/58	17.0	000.283	
1/2/58	17.5	000.282	
1/2/58	18.0	000.282	
1/2/58	18.5	000.281	
1/2/58	19.0	000.280	
1/2/58	19.5	000.279	
1/2/58	20.0	000.279	
1/2/58	20.5	000.279	
1/2/58	21.0	000.279	
1/2/58	21.5	000.279	
1/2/58	22.0	000.279	
1/2/58	22.5	000.278	
1/2/58	23.0	000.278	
1/2/58	23.5	000.278	
1/3/58	0.0	000.278	
1/3/58	0.5	000.278	
1/3/58	1.0	000.277	
1/3/58	1.5	000.277	
1/3/58	2.0	000.276	
1/3/58	2.5	000.276	
1/3/58	3.0	000.276	
1/3/58	3.5	000.276	
1/3/58	4.0	000.276	
1/3/58	4.5	000.276	
1/3/58	5.0	000.276	
1/3/58	5.5	000.276	
1/3/58	6.0	000.276	
1/3/58	6.5	000.276	
1/3/58	7.0	000.276	
1/3/58	7.5	000.276	
1/3/58	8.0	000.276	
1/3/58	8.5	000.276	
1/3/58	9.0	000.275	
1/3/58	9.5	000.275	
1/3/58	10.0	000.275	
1/3/58	10.5	000.275	
1/3/58	11.0	000.275	
1/3/58	11.5	000.275	
1/3/58	12.0	000.275	
1/3/58	12.5	000.275	
1/3/58	13.0	000.275	
1/3/58	13.5	000.275	
1/3/58	14.0	000.275	
1/3/58	14.5	000.275	
1/3/58	15.0	000.274	
1/3/58	15.5	000.274	
1/3/58	16.0	000.274	
1/3/58	16.5	000.274	
1/3/58	17.0	000.274	
1/3/58	17.5	000.274	
1/3/58	18.0	000.274	
1/3/58	18.5	000.274	
1/3/58	19.0	000.274	
1/3/58	19.5	000.274	
1/3/58	20.0	000.274	
1/3/58	20.5	000.274	
1/3/58	21.0	000.273	
1/3/58	21.5	000.273	
1/3/58	22.0	000.273	
1/3/58	22.5	000.273	
1/3/58	23.0	000.273	
1/3/58	23.5	000.273	
1/4/58	0.0	000.273	
1/4/58	0.5	000.272	
1/4/58	1.0	000.272	
1/4/58	1.5	000.272	
1/4/58	2.0	000.272	
1/4/58	2.5	000.272	
1/4/58	3.0	000.271	
1/4/58	3.5	000.271	
1/4/58	4.0	000.271	
1/4/58	4.5	000.271	
1/4/58	5.0	000.270	
1/4/58	5.5	000.270	
1/4/58	6.0	000.270	
1/4/58	6.5	000.270	
1/4/58	7.0	000.270	
1/4/58	7.5	000.269	
1/4/58	8.0	000.269	
1/4/58	8.5	000.269	
1/4/58	9.0	000.269	
1/4/58	9.5	000.269	
1/4/58	10.0	000.269	
