AK 1017                 -155.78 58.55    13  -99.0  -99.0  -99.0  -99.0   34.6   54.1   75.8   86.9   79.3   83.5  -99.0  -99.0
AK 1240                 -147.51 61.02    14  279.0  268.0  246.8  188.2  154.8  195.4  315.0  389.9  430.3  449.3  232.2  412.7
AK 1243                 -148.89 63.39   656   28.4   12.8   20.8   23.0   18.3  112.0  100.2   92.2   74.6   45.4   20.3   35.3
AK 1269                 -134.13 56.00    15  236.2  142.4  120.4  142.5   80.2  107.0   88.0   74.4  187.9  331.5  232.8  282.1
AK 1308                 -146.65 60.23    56  227.4  180.2  186.9  210.9  181.9  149.5  302.4  264.1  373.2  366.2  193.9  306.1
AK 1312                 -166.12 68.87    14   30.5   10.2   10.2   16.5    9.8   36.9   94.9  112.7   77.8   37.7   27.1   28.2
AK 1314                 -162.15 58.63   145   66.1   36.6   70.2   63.4   52.7  101.7  121.5  181.1  160.6  161.3  122.7   92.2
AK 1318                 -166.05 61.77   132   53.7   33.4   48.7   30.2   31.8   88.0   96.9  153.7  142.6   83.3   55.4   63.0
AK 1321                 -144.60 59.80    16  287.1  222.4  258.2  186.2  121.3  133.5  281.7  256.1  358.0  391.9  240.5  372.3
AK 1325                 -164.93 54.60    54   81.1   61.4   60.5   56.5   36.8   51.7   79.5   82.2  113.0   95.2   90.0   86.6
AK 1451                 -150.05 61.97    76   26.5   48.0   56.2   43.3   22.6   82.8   95.8   89.9  102.6  103.9   48.5  102.5
AK 1466                 -144.77 65.57   285   13.5   13.0   10.1   12.3    8.9  127.0   58.5   51.9   29.8   33.7   24.8   27.4
AK 1475                 -143.72 66.63   171    0.5  -99.0  -99.0    4.2  -99.0   66.5   38.8   20.6  -99.0   11.9  -99.0  -99.0
AK 1492                 -148.50 67.50   561   20.9   12.5   13.6   11.8   11.3   96.2   57.8   59.8   38.7   28.5   20.6   26.4
AK 1497                 -149.55 68.07   991  -99.0  -99.0  -99.0  -99.0   20.1  125.0  -99.0  -99.0   42.7   34.1   22.3   22.8
AK 1574                 -146.05 65.05   366   14.5   12.1   12.4   15.1   13.2  141.2   88.6   86.1   41.0   26.2   26.4   31.4
AK 1684                 -141.93 64.07   482   15.3   13.4    4.9    7.7   16.0   86.9   69.2   49.7   26.2   19.0   14.4   12.7
AK 1716                 -158.40 56.30     9  188.6  227.7  296.7  172.9  189.7  193.2  161.5  147.4  298.8  255.8  281.7  230.6
AK 1824                 -144.45 61.53   180   28.2   39.9   11.5    7.4   11.0   38.8   48.4   32.4   31.8   40.0   25.8   75.1
AK 1926                 -149.83 62.88   381   57.4   56.5   72.4   59.3   26.9  104.5  138.0  157.2  153.9  122.6   66.9   97.9
AK 1977                 -144.07 65.83   189   20.1   13.6   13.0   12.3    2.6   39.1   32.8   40.4   16.6   25.8   27.8   35.0
AK 1987                 -144.61 65.48   280   10.2    6.2    6.3   17.8   10.8  133.9   51.5   50.6   31.2   29.5   17.5   26.0
AK 2005                 -149.18 64.30   177   21.2   15.3   15.9   11.8   13.9   98.6   81.8   80.1   41.7   35.2   26.4   34.8
AK 201                  -158.57 59.28    21   73.3   68.8  104.2  107.5   69.6   79.3   70.3  133.9  139.0  119.6  101.5  120.6
AK 2019                 -145.52 64.05   335   30.4   23.0   22.2   19.7   20.9  138.3   89.3   59.6   41.2   43.3   35.9   34.5
AK 2102                 -162.72 55.20    29  107.4   71.5   89.0   73.3   57.9   60.9   77.2  101.6  136.6  120.3  120.3  131.6
AK 2104                 -150.18 67.25   320    8.0   12.6   16.9   17.2   16.7  138.8   78.9   97.6   85.2   44.6   24.5  -99.0
