AK 1017                 -155.78 58.55    13  -99.0  -99.0  -99.0  -99.0   35.1   56.4   67.6   77.6   70.2   80.5  -99.0  -99.0
AK 1240                 -147.51 61.02    14  262.9  218.5  239.3  143.3  172.5  184.5  259.5  329.6  381.7  520.2  240.3  282.4
AK 1243                 -148.89 63.39   656   19.6    7.9   19.9   12.3   21.7   76.7   96.4   80.0   75.2   42.4   16.8   21.1
AK 1269                 -134.13 56.00    15  224.6  193.9  120.7  117.8  124.2   99.6   65.5   79.5  187.0  357.9  254.7  204.2
AK 1308                 -146.65 60.23    56  219.6  158.2  181.9  178.8  223.5  153.5  241.5  210.7  310.2  449.3  206.5  219.5
AK 1312                 -166.12 68.87    14   13.7    6.3    9.8   13.3    6.6   22.7   59.3   90.4   89.5   28.2   23.9   17.3
AK 1314                 -162.15 58.63   145   47.5   32.7   49.2   54.8   54.7   96.4  104.3  140.6  130.8  143.4  126.0   63.4
AK 1318                 -166.05 61.77   132   26.2   23.5   35.3   28.6   29.9   72.1   87.7  119.8  149.2   72.2   52.4   38.4
AK 1321                 -144.60 59.80    16  267.4  209.8  235.0  164.5  164.6  144.3  218.2  201.6  286.5  483.7  252.6  269.2
AK 1325                 -164.93 54.60    54   63.2   57.0   48.6   41.9   40.3   52.0   63.1   62.5   89.0  111.7  101.6   65.4
AK 1451                 -150.05 61.97    76   23.0   37.1   55.2   29.6   25.2   74.9   86.7   78.9   98.5  109.7   47.5   67.3
AK 1466                 -144.77 65.57   285    9.1    8.7   10.2    8.0   11.1   79.9   64.8   48.6   30.1   32.8   17.8   17.0
AK 1475                 -143.72 66.63   171    0.4  -99.0  -99.0    2.9  -99.0   43.9   43.5   18.7  -99.0   12.2  -99.0  -99.0
AK 1492                 -148.50 67.50   561   14.4   11.2   13.6    8.1   11.3   60.8   65.9   52.8   42.0   29.5   18.0   18.8
AK 1497                 -149.55 68.07   991  -99.0  -99.0  -99.0  -99.0   19.6   80.7  -99.0  -99.0   46.2   34.6   19.8   16.1
AK 1574                 -146.05 65.05   366   10.0    8.2   12.2    9.5   16.3   87.3   92.8   79.3   41.2   25.2   20.5   19.7
AK 1684                 -141.93 64.07   482   10.9   10.0    4.2    5.3   21.2   53.0   67.7   46.4   25.8   16.6   10.9    8.0
AK 1716                 -158.40 56.30     9  173.6  224.3  231.2  154.9  199.4  176.0  127.1  120.7  237.7  274.6  316.1  200.1
AK 1824                 -144.45 61.53   180   27.3   33.6   10.2    5.4   12.1   34.9   38.4   27.8   27.0   46.8   26.1   51.7
AK 1926                 -149.83 62.88   381   44.9   41.3   69.5   37.7   31.1   81.9  132.2  137.9  151.2  117.9   60.8   62.5
AK 1977                 -144.07 65.83   189   13.7    8.8   13.4    8.2    3.3   25.1   37.5   38.2   16.6   25.6   19.2   21.3
AK 1987                 -144.61 65.48   280    6.9    4.1    6.3   11.6   13.5   84.8   57.1   47.4   31.5   28.7   12.6   16.1
AK 2005                 -149.18 64.30   177   14.4   10.2   15.2    6.7   16.5   67.2   81.8   70.5   42.3   31.8   21.8   21.3
AK 201                  -158.57 59.28    21   56.0   66.5   79.1   93.7   74.2   85.3   64.5  112.3  125.4   97.0   99.7   77.9
AK 2019                 -145.52 64.05   335   22.9   13.7   20.1   11.2   26.0   84.0   84.2   54.0   40.5   41.1   29.0   21.3
AK 2102                 -162.72 55.20    29   81.1   64.9   69.4   55.9   66.0   62.6   62.5   75.6  104.0  133.2  133.5  102.0
AK 2104                 -150.18 67.25   320    5.4   10.8   16.9   11.5   16.7   90.6   87.1   84.5   91.5   42.9   21.6  -99.0
AK 2107                 -147.83 64.87   189   13.1    9.9   14.9    7.0   12.5   58.5   63.9   63.2   34.4   29.4   23.2   26.0
AK 2112                 -147.83 64.93   290   14.0   10.2   17.3    7.4   14.8   66.4   64.0   67.6   37.3   28.5   23.2   25.5
AK 2126                 -150.40 70.42     2    4.0    0.8    8.5    3.2    0.0   16.4   35.6   28.5    7.0   17.6    6.3    7.4
AK 2144                 -149.67 60.38   136   76.2   73.1   51.6   36.9   29.1   39.4   45.4   66.7  127.6  201.9  100.0   92.6
AK 2149                 -149.97 60.48   115   32.8   42.7   18.3    3.6   20.4   32.1   42.9   50.3   77.4   92.3   42.1   48.5
AK 2177                 -145.50 60.50    13  181.4  188.2  215.4  146.4  161.3  188.5  188.2  203.5  319.9  447.3  221.8  238.1
AK 2227                 -133.14 55.48     7  243.9  335.1  173.7  226.4  163.1  117.7   83.5   88.6  164.3  477.7  350.5  348.9
AK 2247                 -158.20 61.87    46   14.6    9.5   17.3   17.3   15.1   73.8   57.9   56.3   55.1   47.6   40.4   29.0
AK 230                  -152.66 66.56   165   19.7   13.8   19.6   11.7   11.1   52.0   59.9   73.6   49.4   39.5   32.2   22.2
AK 2352                 -145.11 63.96   346   11.6    5.7    6.1    6.8   25.3   61.1   75.4   49.2   35.3   25.5   13.8    9.1
AK 243                  -149.13 60.97    76  156.0  106.1  129.6   84.9   52.0   65.5   84.9   92.5  151.3  239.0  127.4  129.1
