WR	wepp-228076	"03:31 pm  Wednesday February 22, 2017"	"BIRMINGHAM WB AP AL"	30	clay	native	200	4	13	15	50	130	25	20	inveg	ft
WF	wepp-228217	"03:33 pm  Wednesday February 22, 2017"	"BIRMINGHAM WB AP AL"	clay	200	50	0	30	15	40	20	20	4	ft
WF	wepp-228260	"03:33 pm  Wednesday February 22, 2017"	"BIRMINGHAM WB AP AL"	clay	200	50	0	30	15	40	20	20	4	ft
WB	wepp-228351	"03:33 pm  Wednesday February 22, 2017"	"BIRMINGHAM WB AP AL"	clay	200	50	0	30	15	40	20	20	4	ft
WR	wepp-208294	"12:37 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	150	25	20	inbare	ft
WR	wepp-208331	"12:37 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	155	25	20	inbare	ft
WR	wepp-208371	"12:37 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	160	25	20	inbare	ft
WR	wepp-208406	"12:38 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	165	25	20	inbare	ft
WR	wepp-208441	"12:38 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	170	25	20	inbare	ft
WR	wepp-208477	"12:38 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	175	25	20	inbare	ft
WR	wepp-208513	"12:38 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	180	25	20	inbare	ft
WR	wepp-208549	"12:38 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	185	25	20	inbare	ft
WR	wepp-208586	"12:38 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	190	25	20	inbare	ft
WR	wepp-208634	"12:39 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	195	25	20	inbare	ft
WR	wepp-208669	"12:39 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	200	25	20	inbare	ft
WR	wepp-208707	"12:39 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	205	25	20	inbare	ft
WR	wepp-208743	"12:39 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	210	25	20	inbare	ft
WR	wepp-208779	"12:39 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	215	25	20	inbare	ft
WR	wepp-208815	"12:39 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	220	25	20	inbare	ft
WR	wepp-208851	"12:39 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	225	25	20	inbare	ft
WR	wepp-208897	"12:39 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	230	25	20	inbare	ft
WR	wepp-208933	"12:40 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	235	25	20	inbare	ft
WR	wepp-208969	"12:40 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	240	25	20	inbare	ft
WR	wepp-209005	"12:40 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	245	25	20	inbare	ft
WR	wepp-209041	"12:40 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	250	25	20	inbare	ft
WR	wepp-209113	"12:40 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	255	25	20	inbare	ft
WR	wepp-209121	"12:40 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	260	25	20	inbare	ft
WR	wepp-209163	"12:40 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	265	25	20	inbare	ft
WR	wepp-209234	"12:41 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	270	25	20	inbare	ft
WR	wepp-209242	"12:41 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	275	25	20	inbare	ft
WR	wepp-209278	"12:41 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	280	25	20	inbare	ft
WR	wepp-209314	"12:41 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	paved	200	4	13	15	50	285	25	20	inbare	ft
WR	wepp-209430	"12:43 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	30	silt	graveled	200	4	13	15	50	1	25	20	outunrut	ft
WR	wepp-210040	"12:50 pm  Thursday May 4, 2017"	"SAINT MARIES ID second +"	30	silt	graveled	200	4	13	15	50	1	25	20	outunrut	ft
WR	wepp-210206	"12:52 pm  Thursday May 4, 2017"	"SAINT MARIES ID second + +"	30	clay	native	200	4	13	15	50	130	25	20	inveg	ft
WD	wepp-210713	"01:03 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	10	silt	OldForest	400	0	30	100	20	OldForest	75	30	5	100	20	0	ft	"FOR462 Part III"
WD	wepp-210748	"01:06 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	10	silt	Sod	400	0	30	40	20	OldForest	75	30	5	100	20	0	ft	"FOR462 Part III"
