AK 1017                 -155.78 58.55    13  -99.0  -99.0  -99.0  -99.0   43.2   48.2   69.7   94.4   73.2   67.4  -99.0  -99.0
AK 1240                 -147.51 61.02    14  257.6  213.1  222.8  124.5  257.8  156.6  222.2  421.6  492.6  434.8  251.4  297.4
AK 1243                 -148.89 63.39   656   23.4    9.4   19.6   15.0   27.8   56.9   86.6   95.1   84.4   39.0   19.0   20.8
AK 1269                 -134.13 56.00    15  212.1  156.9  121.9  104.3  136.1   70.6   62.2   94.5  171.1  372.9  266.4  228.1
AK 1308                 -146.65 60.23    56  208.8  155.3  174.8  131.4  363.1  134.0  213.1  284.9  450.4  372.0  218.5  238.8
AK 1312                 -166.12 68.87    14   18.5    9.5   12.3   10.9   12.1   26.5   65.8   82.0   73.1   31.6   20.2   14.4
AK 1314                 -162.15 58.63   145   51.4   28.1   46.5   50.1   68.9   84.0  107.9  177.3  146.1  121.6  128.9   63.2
AK 1318                 -166.05 61.77   132   30.6   29.7   43.7   25.4   43.0   69.8   94.7  149.3  145.7   56.4   47.6   33.0
AK 1321                 -144.60 59.80    16  257.8  198.8  230.9  129.0  252.7  120.2  192.0  275.0  404.5  429.5  278.8  290.4
AK 1325                 -164.93 54.60    54   65.4   61.8   49.0   41.0   41.7   56.5   74.6   77.6  106.6   96.9   95.8   68.5
AK 1451                 -150.05 61.97    76   25.5   36.2   49.3   29.9   32.9   57.8   71.9  101.9  125.4   89.4   46.1   68.1
AK 1466                 -144.77 65.57   285   10.3   10.7   11.9   10.7   15.1   48.7   57.3   58.6   39.0   37.9   24.1   15.4
AK 1475                 -143.72 66.63   171    0.4  -99.0  -99.0    3.8  -99.0   26.8   42.2   24.7  -99.0   14.1  -99.0  -99.0
AK 1492                 -148.50 67.50   561   15.2   13.3   14.9   10.4   16.1   37.7   57.6   67.9   47.2   29.0   16.6   18.9
AK 1497                 -149.55 68.07   991  -99.0  -99.0  -99.0  -99.0   27.7   49.7  -99.0  -99.0   50.3   33.5   17.7   16.8
AK 1574                 -146.05 65.05   366   12.9    9.4   16.0   14.5   21.7   57.2   74.9   92.7   55.3   27.5   26.9   16.6
AK 1684                 -141.93 64.07   482   11.7   11.4    4.8    6.5   23.5   43.7   63.3   52.5   33.1   19.4   14.2    8.1
AK 1716                 -158.40 56.30     9  165.9  188.1  189.8  136.0  210.3  173.5  132.0  140.4  265.3  238.6  318.4  188.2
AK 1824                 -144.45 61.53   180   24.9   32.6   10.2    5.3   18.1   28.3   33.9   35.0   36.5   44.0   29.5   52.4
AK 1926                 -149.83 62.88   381   50.5   43.4   64.4   40.9   42.1   59.5  117.8  169.3  179.7  103.5   61.5   62.4
